block,timestamp,datetime,sqrtPriceX96,tick,price,liquidity,observationIndex,observationCardinality,observationCardinalityNext,feeProtocol,unlocked,price_change,price_change_pct,liquidity_change,liquidity_change_pct,time_diff_seconds,est_volatility_daily,daily_volume_usd,daily_volume_token0,daily_volume_token1,tvl_usd,fees_usd
21714243,1737961415,2025-01-27 15:03:35,86428814066904950429669642523,1739,1.1900300832947175,8415658585412557431693965,103,180,180,0,True,,,,,,,,,,,
21715243,1737973427,2025-01-27 18:23:47,86422749936960627420611760703,1738,1.189863096301454,16350095654537979187585,112,180,180,0,True,-0.00016698699326345157,-0.014032165708040872,-8399308489758019452506380,-99.80571816823844,12012.0,0.03763343965566653,,,,,
21716243,1737985511,2025-01-27 21:45:11,86436351712520981591326525695,1741,1.1902376625906934,13416100549873829681296279,125,180,180,0,True,0.0003745662892393753,0.03147978035487187,13399750454219291702108694,81955.18079736849,12084.0,0.08417501576844348,,,,,
21717243,1737997583,2025-01-28 01:06:23,86463700447345211582051756124,1747,1.1909909716618143,4311176396496522628824430,129,180,180,0,True,0.0007533090711209223,0.06329064310410543,-9104924153377307052471849,-67.8656523147699,12072.0,0.16931941779127968,51242427.85649451,13529.196891632868,16113.294084394161,19604163.89359149,5124.2427856494505
21718243,1738009643,2025-01-28 04:27:23,86459173354499880835859920468,1746,1.1908662583884306,4429880564213894410476893,136,180,180,0,True,-0.00012471327338370308,-0.010471386966912778,118704167717371781652463,2.7534054930769414,12060.0,0.028027697815798447,51242427.85649451,13529.196891632868,16113.294084394161,19604163.89359149,5124.2427856494505
21719243,1738021679,2025-01-28 07:47:59,86453792341372925168095826746,1745,1.1907180296393274,4429880564213894410476893,139,180,180,0,True,-0.0001482287491032519,-0.012447136532682196,0,0.0,12036.0,0.033349185777754024,51242427.85649451,13529.196891632868,16113.294084394161,19604163.89359149,5124.2427856494505
21720243,1738033727,2025-01-28 11:08:47,86453344551752030777380891861,1745,1.1907056949625063,11584152569016175259695379,144,180,180,0,True,-1.2334676821046386e-05,-0.0010359024146785283,7154272004802280849218486,161.5003362076387,12048.0,0.002774075247320055,51242427.85649451,13529.196891632868,16113.294084394161,19604163.89359149,5124.2427856494505
21721243,1738045835,2025-01-28 14:30:35,86451565834919987216765586965,1745,1.1906566996000905,11584152569016175259695379,144,180,180,0,True,-4.899536241587121e-05,-0.004114817172971866,0,0.0,12108.0,0.01099186051873459,51242427.85649451,13529.196891632868,16113.294084394161,19604163.89359149,5124.2427856494505
21722243,1738057883,2025-01-28 17:51:23,86449656244107919012371398215,1744,1.190604100391252,11584152569016175259695379,147,180,180,0,True,-5.2599208838488565e-05,-0.00441766370240517,0,0.0,12048.0,0.011830198823920618,51242427.85649451,13529.196891632868,16113.294084394161,19604163.89359149,5124.2427856494505
21723243,1738069943,2025-01-28 21:12:23,86455155163618349901300852170,1745,1.1907555699198626,11586313419133161595079518,154,180,180,0,True,0.00015146952861067042,0.01272207348865127,2160850116986335384139,0.018653501877780025,12060.0,0.03405188180486316,51242427.85649451,13529.196891632868,16113.294084394161,19604163.89359149,5124.2427856494505
21724243,1738082051,2025-01-29 00:34:11,86462513605424663373680809996,1747,1.1909582756679225,4359020964659422837033374,156,180,180,0,True,0.000202705748059806,0.017023287833408837,-7227292454473738758046144,-62.37784352129544,12108.0,0.04547409947255532,20824414.097098444,5600.720132228119,6672.869775472659,20050343.46280558,2082.4414097098447
21725243,1738094087,2025-01-29 03:54:47,86476509062794639087992129560,1750,1.1913438613763256,3013783946914022040826212,167,180,180,0,True,0.00038558570840319106,0.032376088758184575,-1345237017745400796207162,-30.860989856480455,12036.0,0.0867441435963012,20824414.097098444,5600.720132228119,6672.869775472659,20050343.46280558,2082.4414097098447
21726243,1738106135,2025-01-29 07:15:35,86467234204364486025759172130,1748,1.1910883248560011,3625224760801889219886717,170,180,180,0,True,-0.00025553652032450636,-0.021449434425195448,611440813887867179060505,20.288143564967715,12048.0,0.05744010658225441,20824414.097098444,5600.720132228119,6672.869775472659,20050343.46280558,2082.4414097098447
21727243,1738118231,2025-01-29 10:37:11,86466993495554957320114531346,1748,1.1910816933254271,3625224760801889219886717,170,180,180,0,True,-6.6315305740083375e-06,-0.0005567622850144273,0,0.0,12096.0,0.0014880097974295503,20824414.097098444,5600.720132228119,6672.869775472659,20050343.46280558,2082.4414097098447
21728243,1738130255,2025-01-29 13:57:35,86470217364158050432551226463,1749,1.1911705124760315,3624753621108009316160046,174,180,180,0,True,8.881915060432455e-05,0.0074570158455166,-471139693879903726671,-0.012996151272443838,12024.0,0.019989293898607995,20824414.097098444,5600.720132228119,6672.869775472659,20050343.46280558,2082.4414097098447
21729243,1738142327,2025-01-29 17:18:47,86482962727511225011873908327,1752,1.191521685870423,5707521039563454480813885,175,180,180,0,True,0.00035117339439150186,0.029481370694908644,2082767418455445164653839,57.45955825319757,12072.0,0.0788705609064514,20824414.097098444,5600.720132228119,6672.869775472659,20050343.46280558,2082.4414097098447
21730243,1738154375,2025-01-29 20:39:35,86480703889684261229508978616,1751,1.1914594442676394,11384515554978417129058585,179,180,180,0,True,-6.224160278356372e-05,-0.005223707089988494,5676994515414962648244700,99.46515266545866,12048.0,0.013988727444065605,20824414.097098444,5600.720132228119,6672.869775472659,20050343.46280558,2082.4414097098447
21731243,1738166459,2025-01-30 00:00:59,86480388844609882808583950522,1751,1.1914507634237368,11384515554978417129058585,1,180,180,0,True,-8.680843902597601e-06,-0.0007285891218843374,0,0.0,12084.0,0.0019482029458899673,14518576.84331751,3775.908237464256,4498.719418005694,19547985.75331874,1451.857684331751
21732243,1738178507,2025-01-30 03:21:47,86480496838241147624634440880,1751,1.191453739108201,11384515554978417129058585,3,180,180,0,True,2.9756844641681823e-06,0.0002497530368453746,0,0.0,12048.0,0.0006688214137147026,14518576.84331751,3775.908237464256,4498.719418005694,19547985.75331874,1451.857684331751
21733243,1738190567,2025-01-30 06:42:47,86481477020850800108864864649,1752,1.191480747483412,12204001722368716193081326,4,180,180,0,True,2.7008375210968438e-05,0.0022668421210532367,819486167390299064022741,7.198252428334027,12060.0,0.006067426040672357,14518576.84331751,3775.908237464256,4498.719418005694,19547985.75331874,1451.857684331751
21734243,1738202627,2025-01-30 10:03:47,86480277723496814821296857526,1751,1.1914477015677092,10761021519390245561603239,6,180,180,0,True,-3.304591570274518e-05,-0.0027735165484245685,-1442980202978470631478087,-11.823828247529923,12060.0,0.0074235900126684365,14518576.84331751,3775.908237464256,4498.719418005694,19547985.75331874,1451.857684331751
21735243,1738214675,2025-01-30 13:24:35,86480304346969816816032612093,1751,1.1914484351564862,10761021519390245561603239,6,180,180,0,True,7.335887770576477e-07,6.157121089682662e-05,0,0.0,12048.0,0.00016488345782012196,14518576.84331751,3775.908237464256,4498.719418005694,19547985.75331874,1451.857684331751
21736243,1738226687,2025-01-30 16:44:47,86477139926036865947876765071,1751,1.1913612436180603,10760893889239146694330494,9,180,180,0,True,-8.719153842595695e-05,-0.007318112631077072,-127630151098867272745,-0.0011860412217268683,12012.0,0.019626745851297485,14518576.84331751,3775.908237464256,4498.719418005694,19547985.75331874,1451.857684331751
21737243,1738238795,2025-01-30 20:06:35,86480023215981863062905396956,1751,1.191440688825486,14896183709155197329397372,10,180,180,0,True,7.944520742575456e-05,0.006668439807936541,4135289819916050635066878,38.428869037091104,12108.0,0.017813321264399443,14518576.84331751,3775.908237464256,4498.719418005694,19547985.75331874,1451.857684331751
21738243,1738250831,2025-01-30 23:27:11,86483361613001673629147479945,1752,1.191532677210061,12203874092217617325808581,11,180,180,0,True,9.198838457491476e-05,0.007720769102287104,-2692309616937580003588791,-18.07382125183436,12036.0,0.02068599171088484,14518576.84331751,3775.908237464256,4498.719418005694,19547985.75331874,1451.857684331751
21739243,1738262879,2025-01-31 02:47:59,86481752475717873549261104117,1752,1.1914883375409575,12203874092217617325808581,11,180,180,0,True,-4.433966910344367e-05,-0.0037212298035555107,0,0.0,12048.0,0.009965196857694885,33369359.32665632,8423.744537999395,10037.723901484573,21670552.071303617,3336.935932665632
21740243,1738274987,2025-01-31 06:09:47,86478730739813532918515724505,1751,1.1914050760415906,14896183709155197329397372,12,180,180,0,True,-8.326149936688232e-05,-0.0069880247035166805,2692309616937580003588791,22.06110614214268,12108.0,0.01866702446637528,33369359.32665632,8423.744537999395,10037.723901484573,21670552.071303617,3336.935932665632
21741243,1738287035,2025-01-31 09:30:35,86477992717524789226816095583,1751,1.1913847408738207,14896183709155197329397372,12,180,180,0,True,-2.0335167769891527e-05,-0.0017068223208729766,0,0.0,12048.0,0.004570752500250191,33369359.32665632,8423.744537999395,10037.723901484573,21670552.071303617,3336.935932665632
21742243,1738299095,2025-01-31 12:51:35,86476978892496604569807363238,1751,1.1913568066318154,14896183709155197329397372,12,180,180,0,True,-2.7934242005311916e-05,-0.0023446869048216576,0,0.0,12060.0,0.0062757852659489615,33369359.32665632,8423.744537999395,10037.723901484573,21670552.071303617,3336.935932665632
21743243,1738311191,2025-01-31 16:13:11,86474384132734101731124219589,1750,1.1912853138861876,15608528157044199067559694,13,180,180,0,True,-7.149274562778807e-05,-0.006000951623377315,712344447889001738162322,4.782060034955092,12096.0,0.016038217835202005,33369359.32665632,8423.744537999395,10037.723901484573,21670552.071303617,3336.935932665632
21744243,1738323287,2025-01-31 19:34:47,86464214719595993743183484191,1748,1.1910051393512842,3019253724430213468461291,15,180,180,0,True,-0.00028017453490347677,-0.023518676142283403,-12589274432613985599098403,-80.65638416350224,12096.0,0.06285630593922768,33369359.32665632,8423.744537999395,10037.723901484573,21670552.071303617,3336.935932665632
21745243,1738335347,2025-01-31 22:55:47,86472119450009382521962796336,1749,1.1912229174211508,7160415549598303577887683,21,180,180,0,True,0.0002177780698666698,0.018285233427732226,4141161825168090109426392,137.15845712667294,12060.0,0.04894222691064494,33369359.32665632,8423.744537999395,10037.723901484573,21670552.071303617,3336.935932665632
21746243,1738347455,2025-02-01 02:17:35,86477659967601048588079584271,1751,1.1913755724737107,16470316242330180313932601,22,180,180,0,True,0.00015265505255990242,0.01281498620681187,9309900692731876736044918,130.01899999021927,12108.0,0.0342325150823285,10693350.286408018,2781.9158040512166,3315.111839050055,20927505.48591301,1069.335028640802
21747243,1738359479,2025-02-01 05:37:59,86482221333429325626903890637,1752,1.191501256798338,13769164161535525170303421,24,180,180,0,True,0.0001256843246273398,0.010549513313117152,-2701152080794655143629180,-16.40012274841726,12024.0,0.02827904975285292,10693350.286408018,2781.9158040512166,3315.111839050055,20927505.48591301,1069.335028640802
21748243,1738371587,2025-02-01 08:59:47,86480667854265588630642466667,1751,1.1914584513355975,16470316242330180313932601,25,180,180,0,True,-4.280546274060271e-05,-0.0035925654711959354,2701152080794655143629180,19.61740051251902,12108.0,0.009596775969340917,10693350.286408018,2781.9158040512166,3315.111839050055,20927505.48591301,1069.335028640802
21749243,1738383611,2025-02-01 12:20:11,86480654454495959671530423454,1751,1.191458082113945,16470316242330180313932601,25,180,180,0,True,-3.6922165236319415e-07,-3.098904976076213e-05,0,0.0,12024.0,8.3069318362639e-05,10693350.286408018,2781.9158040512166,3315.111839050055,20927505.48591301,1069.335028640802
21750243,1738395707,2025-02-01 15:41:47,86481148551026419959343488572,1751,1.1914716966498202,16470316242330180313932601,25,180,180,0,True,1.3614535875117184e-05,0.001142678544843272,0,0.0,12096.0,0.0030539368700149474,10693350.286408018,2781.9158040512166,3315.111839050055,20927505.48591301,1069.335028640802
21751243,1738407779,2025-02-01 19:02:59,86486037207044669495583260042,1753,1.191606404849442,6580937280182341063144296,26,180,180,0,True,0.00013470819962169145,0.011306034377523522,-9889378962147839250788305,-60.04364953680279,12072.0,0.030246669403905937,10693350.286408018,2781.9158040512166,3315.111839050055,20927505.48591301,1069.335028640802
21752243,1738419803,2025-02-01 22:23:23,86491359402601002080578310544,1754,1.191753068002341,7384890951803091947259480,29,180,180,0,True,0.0001466631528990181,0.012308019854722822,803953671620750884115184,12.216400755584703,12024.0,0.03299290644982032,10693350.286408018,2781.9158040512166,3315.111839050055,20927505.48591301,1069.335028640802
21753243,1738431875,2025-02-02 01:44:35,86490036958299612706813748775,1754,1.191716624708683,7384890951803091947259480,29,180,180,0,True,-3.644329365792842e-05,-0.0030579567727915292,0,0.0,12072.0,0.008180853203660627,50116811.063619025,14101.283183590867,16794.777094201785,18775177.314715885,5011.6811063619025
21754243,1738443935,2025-02-02 05:05:35,86490856828645924515458785711,1754,1.1917392182416975,7384890951803091947259480,29,180,180,0,True,2.2593533014481082e-05,0.0018958813316885719,0,0.0,12060.0,0.0050745129778015435,50116811.063619025,14101.283183590867,16794.777094201785,18775177.314715885,5011.6811063619025
21755243,1738456007,2025-02-02 08:26:47,86490409822512780936042113044,1754,1.1917268998676502,7384890951803091947259480,31,180,180,0,True,-1.2318374047248781e-05,-0.001033646779320011,0,0.0,12072.0,0.0027652819167663495,50116811.063619025,14101.283183590867,16794.777094201785,18775177.314715885,5011.6811063619025
21756243,1738468019,2025-02-02 11:46:59,86485346556159451184016266802,1752,1.1915873733211428,13452646590081228147411234,33,180,180,0,True,-0.00013952654650739582,-0.011707929603912712,6067755638278136200151754,82.16445818738374,12012.0,0.03139997569934323,50116811.063619025,14101.283183590867,16794.777094201785,18775177.314715885,5011.6811063619025
21757243,1738480163,2025-02-02 15:09:23,86483588909032550393678149057,1752,1.1915389404033283,13452646590081228147411234,33,180,180,0,True,-4.843291781453374e-05,-0.004064571251669403,0,0.0,12144.0,0.01084153392364068,50116811.063619025,14101.283183590867,16794.777094201785,18775177.314715885,5011.6811063619025
21758243,1738492259,2025-02-02 18:30:59,86475699675839087602851186713,1750,1.1913215604375185,4240617604496407693311933,36,180,180,0,True,-0.00021737996580983854,-0.01824363085744028,-9212028985584820454099301,-68.47744734762409,12096.0,0.048758154399513164,50116811.063619025,14101.283183590867,16794.777094201785,18775177.314715885,5011.6811063619025
21759243,1738504331,2025-02-02 21:52:11,86479537349476217789066686733,1751,1.1914273012366194,12219512106447435282505387,39,180,180,0,True,0.00010574079910097289,0.00887592423511072,7978894501951027589193454,188.15406731064016,12072.0,0.02374547405651138,50116811.063619025,14101.283183590867,16794.777094201785,18775177.314715885,5011.6811063619025
21760243,1738516439,2025-02-03 01:13:59,86475794543510237080936348118,1750,1.1913241743039447,9941627419123289169060192,46,180,180,0,True,-0.00010312693267477968,-0.008655746982442071,-2277884687324146113445195,-18.6413718279493,12108.0,0.0231219904839042,121619998.53524455,39869.86047629743,45814.94488976138,21543525.082410153,12161.999853524456
21761243,1738528499,2025-02-03 04:34:59,86445398024868321994214238316,1743,1.190486812974614,2902742406687490538205186,72,180,180,0,True,-0.0008373613293306548,-0.07028828486754247,-7038885012435798630855006,-70.80214049156682,12060.0,0.18813351225420802,121619998.53524455,39869.86047629743,45814.94488976138,21543525.082410153,12161.999853524456
21762243,1738540547,2025-02-03 07:55:47,86467597983382538271802058920,1748,1.1910983470073206,3448570717748591501912779,89,180,180,0,True,0.0006115340327066399,0.05136840039232591,545828311061100963707593,18.80388386525766,12048.0,0.13756103471097622,121619998.53524455,39869.86047629743,45814.94488976138,21543525.082410153,12161.999853524456
21763243,1738552655,2025-02-03 11:17:35,86340335401571432257969617718,1719,1.1875948218635382,8479095593652685478794,1,180,180,0,True,-0.0035035251437824932,-0.2941423898862115,-3440091622154938816433985,-99.75412725190718,12108.0,0.7857389493544312,121619998.53524455,39869.86047629743,45814.94488976138,21543525.082410153,12161.999853524456
21764243,1738564703,2025-02-03 14:38:23,86413602952865101128082199393,1736,1.1896112394035327,11449554198688351159669,21,180,180,0,True,0.002016417539994597,0.16979002458351033,2970458605035665680875,35.03272928376115,12048.0,0.454685979842173,121619998.53524455,39869.86047629743,45814.94488976138,21543525.082410153,12161.999853524456
21765243,1738576823,2025-02-03 18:00:23,86382364747097354515832625580,1729,1.1887513145174315,11449554198688351159669,65,180,180,0,True,-0.0008599248861012043,-0.07228621062225067,0,0.0,12120.0,0.19300164923138668,121619998.53524455,39869.86047629743,45814.94488976138,21543525.082410153,12161.999853524456
21766243,1738588895,2025-02-03 21:21:35,86470194877456115273517171693,1749,1.19116989294497,3200330362459685661408663,91,180,180,0,True,0.0024185784275385647,0.2034553735505543,3188880808260997310248994,27851.571798544894,12072.0,0.5442976039826747,121619998.53524455,39869.86047629743,45814.94488976138,21543525.082410153,12161.999853524456
21767243,1738600931,2025-02-04 00:42:11,86480039423152902267006146637,1751,1.1914411353999461,11852008001204979725394011,118,180,180,0,True,0.0002712424549760062,0.022771097270214258,8651677638745294063985348,270.3370170851941,12036.0,0.06100981950617702,83440157.19198038,25245.325447517833,30060.44494626796,20449903.39225269,8344.015719198038
21768243,1738612979,2025-02-04 04:02:59,86431392233666091251850382831,1740,1.1901010814172577,3209273354434583508630122,147,180,180,0,True,-0.0013400539826884383,-0.11247336883652295,-8642734646770396216763889,-72.92211282587473,12048.0,0.30119592738754564,83440157.19198038,25245.325447517833,30060.44494626796,20449903.39225269,8344.015719198038
21769243,1738625063,2025-02-04 07:24:23,86405008735365493582476515389,1734,1.18937462690314,11812471815088373189265,25,180,180,0,True,-0.0007264545141176804,-0.061041412822897885,-3197460882619495135440857,-99.6319269033669,12084.0,0.16322102088937562,83440157.19198038,25245.325447517833,30060.44494626796,20449903.39225269,8344.015719198038
21770243,1738637087,2025-02-04 10:44:47,86431911119804908697696376165,1740,1.1901153708737302,3210366419531749593190782,41,180,180,0,True,0.0007407439705902075,0.062280122161251714,3198553947716661220001517,27077.769985711762,12024.0,0.16694823931089878,83440157.19198038,25245.325447517833,30060.44494626796,20449903.39225269,8344.015719198038
21771243,1738649243,2025-02-04 14:07:23,86408748926096370711673588681,1735,1.1894775974207168,740505810799240976823673,69,180,180,0,True,-0.0006377734530134127,-0.05358921232528806,-2469860608732508616367109,-76.9339161320019,12156.0,0.14286929418586564,83440157.19198038,25245.325447517833,30060.44494626796,20449903.39225269,8344.015719198038
21772243,1738661303,2025-02-04 17:28:23,86417419163190787115411540045,1737,1.189716313298939,314312900117317704775954,101,180,180,0,True,0.00023871587822221763,0.020068967985597472,-426192910681923272047719,-57.554296599229346,12060.0,0.05371656801076984,83440157.19198038,25245.325447517833,30060.44494626796,20449903.39225269,8344.015719198038
21773243,1738673399,2025-02-04 20:49:59,86445810423430411927075556411,1743,1.1904981717336027,3382372707559675893436248,124,180,180,0,True,0.0007818584346637181,0.06571805613858647,3068059807442358188660294,976.1164133884421,12096.0,0.17563889299669044,83440157.19198038,25245.325447517833,30060.44494626796,20449903.39225269,8344.015719198038
21774243,1738685447,2025-02-05 00:10:47,86480765139889070852720120245,1751,1.1914611319773263,11140216545332557622180147,128,180,180,0,True,0.000962960243723554,0.08088716695140254,7757843837772881728743899,229.36099917179243,12048.0,0.21661025641625195,44057186.92172425,13341.070547507556,15896.762304214188,20958965.732753407,4405.718692172425
21775243,1738697519,2025-02-05 03:31:59,86482482997448602426283230959,1752,1.1915084669156237,21800110293577719794543141,131,180,180,0,True,4.7334938297449725e-05,0.003972847877873578,10659893748245162172362994,95.6883890440295,12072.0,0.01062843189234778,44057186.92172425,13341.070547507556,15896.762304214188,20958965.732753407,4405.718692172425
21776243,1738709615,2025-02-05 06:53:35,86432960466725033757502955322,1740,1.1901442687995953,3387498551508123339260848,166,180,180,0,True,-0.0013641981160283922,-0.11449336315333103,-18412611742069596455282293,-84.46109443535212,12096.0,0.3059963842708946,44057186.92172425,13341.070547507556,15896.762304214188,20958965.732753407,4405.718692172425
21777243,1738721663,2025-02-05 10:14:23,86448158445251720031102929760,1744,1.1905628447035164,3382373074006617326074295,174,180,180,0,True,0.0004185759039210257,0.03517018187578303,-5125477501506013186553,-0.15130567359871305,12048.0,0.09418332229260361,44057186.92172425,13341.070547507556,15896.762304214188,20958965.732753407,4405.718692172425
21778243,1738733735,2025-02-05 13:35:35,86464703203801717533203891408,1748,1.1910185966837727,3203215428435431038509768,177,180,180,0,True,0.0004557519802563803,0.03828037992987051,-179157645571186287564527,-5.2968032103851765,12072.0,0.10241026674184994,44057186.92172425,13341.070547507556,15896.762304214188,20958965.732753407,4405.718692172425
21779243,1738745831,2025-02-05 16:57:11,86466419089458984801629764819,1748,1.1910658685052193,3203215428435431038509768,179,180,180,0,True,4.727182144659281e-05,0.003969024629692154,0,0.0,12096.0,0.010607664517125253,44057186.92172425,13341.070547507556,15896.762304214188,20958965.732753407,4405.718692172425
21780243,1738757903,2025-02-05 20:18:23,86474785185009921486010966283,1750,1.1912963638358107,11204208648295053620391866,3,180,180,0,True,0.00023049533059138483,0.019352022141366127,8000993219859622581882098,249.78005378076006,12072.0,0.051771841165689156,44057186.92172425,13341.070547507556,15896.762304214188,20958965.732753407,4405.718692172425
21781243,1738769963,2025-02-05 23:39:23,86494881037284173689570795650,1755,1.191850118260522,7451810849185781564633668,14,180,180,0,True,0.0005537544247111725,0.04648334717720109,-3752397799109272055758198,-33.49096680451658,12060.0,0.12441725363278629,44057186.92172425,13341.070547507556,15896.762304214188,20958965.732753407,4405.718692172425
21782243,1738782011,2025-02-06 03:00:11,86494081670914169160927887653,1754,1.1918280887371842,11428645623000203780092568,17,180,180,0,True,-2.2029523337740997e-05,-0.0018483467845682295,3976834773814422215458900,53.36736068990464,12048.0,0.004949745256772611,62044643.59502063,18797.842475320576,22412.699465508707,19621484.15383429,6204.4643595020625
21783243,1738794023,2025-02-06 06:20:23,86485579293639862081133902498,1753,1.19159378660217,16597251422375431803318790,26,180,180,0,True,-0.00023430213501418606,-0.0196590546261117,5168605799375228023226222,45.22500714322075,12012.0,0.05272442339640247,62044643.59502063,18797.842475320576,22412.699465508707,19621484.15383429,6204.4643595020625
21784243,1738806071,2025-02-06 09:41:11,86485699685027946993965323325,1753,1.1915971040969713,16597251422375431803318790,33,180,180,0,True,3.317494801313714e-06,0.00027840819905360125,0,0.0,12048.0,0.0007455579625086846,62044643.59502063,18797.842475320576,22412.699465508707,19621484.15383429,6204.4643595020625
21785243,1738818167,2025-02-06 13:02:47,86492494980229304398057440387,1754,1.1917843621574107,10282266881909976058640302,36,180,180,0,True,0.0001872580604393992,0.01571488045712473,-6314984540465455744678488,-38.048375479520466,12096.0,0.04199978467476443,62044643.59502063,18797.842475320576,22412.699465508707,19621484.15383429,6204.4643595020625
